"interview__key","y5_hhid","plot_id","plotname","plot_desc","prevplot_id","ag3a_02_1","ag3a_02_2","ag3a_02_3","ag3a_03","ag3a_04","ag3a_07","ag3a_08a_1","ag3a_08a_2","ag3a_08b_1","ag3a_08b_2","ag3a_08b_3","ag3a_08c1","ag3a_08c2","ag3a_09a_1","ag3a_09a_2","ag3a_09b_1","ag3a_09b_2","ag3a_09b_3","ag3a_09c1","ag3a_09c2","ag3a_10","ag3a_11","ag3a_12","ag3a_13","ag3a_14","ag3a_15","ag3a_16_1","ag3a_16_2","ag3a_17","ag3a_18","ag3a_19","ag3a_20","ag3a_21","ag3a_22","ag3a_23","ag3a_24","ag3a_25","ag3a_26_1","ag3a_26_2","ag3a_27","ag3a_28a","ag3a_28b","ag3a_28c","ag3a_28d","ag3a_29_1","ag3a_29_2","ag3a_30","ag3a_31_1","ag3a_31_2","ag3a_31a","ag3a_32_1","ag3a_32_2","ag3a_33","ag3a_34_1","ag3a_34_2","ag3a_35","ag3a_36_1","ag3a_36_2","ag3a_37_1","ag3a_37_2","ag3a_38","ag3a_38a","ag3a_39","ag3a_40","ag3a_41","ag3a_42","ag3a_43","ag3a_44","ag3a_45","ag3a_46_1","ag3a_46_2","ag3a_47","ag3a_48","ag3a_49","ag3a_51","ag3a_52","ag3a_53_1","ag3a_53_2","ag3a_54","ag3a_55","ag3a_56","ag3a_58","ag3a_59_1","ag3a_59_2","ag3a_60","ag3a_62_1","ag3a_62_2","ag3a_63","ag3a_64","ag3a_65_1","ag3a_65_2","ag3a_65a","ag3a_65b_1","ag3a_65b_2","ag3a_65c","ag3a_65d","ag3a_65e_1","ag3a_65e_2","ag3a_66","ag3a_67_1","ag3a_67_2","ag3a_67_3","ag3a_67_4","ag3a_68","ag3a_69","ag3a_70_1","ag3a_70_2","ag3a_71_1","ag3a_71_2","ag3a_71a","ag3a_71b","ag3a_72a","ag3a_72b_1","ag3a_72b_2","ag3a_72b_3","ag3a_72b_4","ag3a_72b_5","ag3a_72b_6","ag3a_72b_7","ag3a_72b_8","ag3a_72b_9","ag3a_72b_10","ag3a_72c_1","ag3a_72c_2","ag3a_72c_3","ag3a_72c_4","ag3a_72c_5","ag3a_72c_6","ag3a_72c_7","ag3a_72c_8","ag3a_72c_9","ag3a_72c_10","ag3a_72d_1","ag3a_72d_2","ag3a_72d_3","ag3a_72d_4","ag3a_72d_5","ag3a_72d_6","ag3a_72d_7","ag3a_72d_8","ag3a_72d_9","ag3a_72d_10","ag3a_72e","ag3a_72f_1","ag3a_72f_2","ag3a_72f_3","ag3a_72f_4","ag3a_72f_5","ag3a_72f_6","ag3a_72f_7","ag3a_72f_8","ag3a_72f_9","ag3a_72f_10","ag3a_72g_1","ag3a_72g_2","ag3a_72g_3","ag3a_72g_4","ag3a_72g_5","ag3a_72g_6","ag3a_72g_7","ag3a_72g_8","ag3a_72g_9","ag3a_72g_10","ag3a_72h_1","ag3a_72h_2","ag3a_72h_3","ag3a_72h_4","ag3a_72h_5","ag3a_72h_6","ag3a_72h_7","ag3a_72h_8","ag3a_72h_9","ag3a_72h_10","ag3a_72i","ag3a_72j_1","ag3a_72j_2","ag3a_72j_3","ag3a_72j_4","ag3a_72j_5","ag3a_72j_6","ag3a_72j_7","ag3a_72j_8","ag3a_72j_9","ag3a_72j_10","ag3a_72k_1","ag3a_72k_2","ag3a_72k_3","ag3a_72k_4","ag3a_72k_5","ag3a_72k_6","ag3a_72k_7","ag3a_72k_8","ag3a_72k_9","ag3a_72k_10","ag3a_72l_1","ag3a_72l_2","ag3a_72l_3","ag3a_72l_4","ag3a_72l_5","ag3a_72l_6","ag3a_72l_7","ag3a_72l_8","ag3a_72l_9","ag3a_72l_10","ag3a_73","ag3a_74_1a","ag3a_74_1b","ag3a_74_1c","ag3a_74_1d","ag3a_74_2a","ag3a_74_2b","ag3a_74_2c","ag3a_74_2d","ag3a_74_3a","ag3a_74_3b","ag3a_74_3c","ag3a_74_3d","ag3a_75","ag3a_76","ag3a_77","ag3a_78","ag3a_79","ag3a_80","ag3a_81","ag3a_82","ag3a_83","ag3a_84","ag3a_85"
"72-71-84-21","3700-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,12,19,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2000000,1,,,,3,1,1,8,1,2,1,1,2,2,,,,,,,,,,,2018,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"98-73-63-70","3700-001-04",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,500000,5,,,,2,,,8,1,2,1,1,2,2,,,,,,,,,,,1992,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,5
"98-73-63-70","3700-001-04",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,100,5,40,3,,,,,,,,,,,,,,,,,2,1,2,2,,2,,,3,2,,,,98,,500000,1,,,,2,,,8,1,2,1,1,2,2,,,,,,,,,,,2005,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,2
"99-07-17-06","3702-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,50,5,50,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,300000,7,,,,,,,8,,,,,,,,,50000,1,2,1,2,2,1,,,,2,1,2,,,,,,,1,2,50,60000,3,16,2,1,1,150,180000,16,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,,,,,,2,2,3,1,2,,,,,,2,2,2,2,2,,,,,,1,0,3,0,70000,0,3,0,30000,0,2,0,30000,2,,,,,,2,,2,3,
"99-07-17-06","3702-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1000000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2018,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,5
"35-26-37-73","3702-001-07",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35-26-37-73","3702-001-07",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-82-27-89","3703-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",99,0,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,10000000,1,,,,3,1,1,8,1,,2,,,,,,,,,,,,,,2016,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,5
"34-82-27-89","3703-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,3,0,5,1,,11,1,0,1,,,,,1,0,1,,,,,4,1,2,2,,2,,,1,2,,,,0,,70000000,1,,,,1,,,1,1,,2,,,,,,,,,,,,,,2008,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,7,,,,,,,,,15,15,,,,,,,,,5,5,,,,,,,,,1,1,7,,,,,,,,,25,33,,,,,,,,,4,4,,,,,,,,,1,1,7,,,,,,,,,10,30,,,,,,,,,2,3,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"62-66-60-13","3705-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-37-92-79","3717-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,6,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000,2,,,,3,1,1,8,1,,2,,,,,,,,,,,,,,1997,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,11,,,
"06-37-92-79","3717-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-37-92-79","3717-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",4,6,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,10,,,,,,,8,,,,,,,,,,,,,21,1,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,4
"29-48-35-09","3718-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,5,25,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,2018,2,150000,5,,,,2,,,7,1,,1,1,,2,,,,,,,,,,,2005,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,7,7,,,,,,,,,10,8,,,,,,,,,1,1,2,,,,,,,,,5,5,,,,,,,,,10,8,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,4,4,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,11,,,
"29-48-35-09","3718-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",0.25,3,22,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,0,,500000,5,,,,2,,,7,1,,1,1,,2,,,,,,,,,,,1998,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,2,14,,,,,,,,,6,7,,,,,,,,,1,1,2,,,,,,,,,1,1,,,,,,,,,4,4,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,11,,,
"29-48-35-09","3718-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",7,6,24,1,,31,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,2019,,100000,5,,,,2,,,7,1,,1,1,,2,,,,,,,,,,,2012,2,1,1,2,,,,,,,1,8,2,10000,3,16,2,2,,,,,,2,,,,,,,1,25,3,5000,3,16,2,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,14,14,,,,,,,,,12,12,,,,,,,,,1,1,2,,,,,,,,,7,3,,,,,,,,,10,10,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,10,10,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,11,,,
"29-48-35-09","3718-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","M4",7,6,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,200000,5,,,,2,,,7,1,,1,1,,2,,,,,,,,,,,2005,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"24-81-45-05","3719-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",1,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,700000,1,,,,3,1,1,8,1,2,1,1,2,2,,,,,,,,,,,2005,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,11,,,
"24-81-45-05","3719-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",2,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,500000,5,,,,2,,,8,1,2,1,1,2,2,,,,,,,,,,,2010,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,11,,,
"24-81-45-05","3719-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",6,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,200000,1,,,,3,2,,8,1,2,1,1,2,2,,,,,,,,,,,2001,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"24-81-45-05","3719-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","M4",6,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,150000,1,,,,3,2,,8,1,2,1,1,2,2,,,,,,,,,,,2000,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"24-81-45-05","3719-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**","M5",5,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,400000,1,,,,3,1,2,8,1,2,1,1,2,2,,,,,,,,,,,2000,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"84-70-04-13","3720-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,6,7,1,,31,1,0,1,,,,,1,0,1,,,,,2,2,2,1,2,2,,,3,2,,,,0,,250000,5,,,,3,1,1,1,1,,1,1,,2,,,,,,,,,,,1995,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,1,15,2,5000,3,16,2,2,,,,,,,,,,,2,2,1,1,2,3,4,,,,,,,4,4,4,4,,,,,,,9,9,9,9,,,,,,,1,1,2,3,4,,,,,,,8,8,8,8,,,,,,,9,9,9,9,,,,,,,1,1,2,3,4,,,,,,,5,5,5,5,,,,,,,4,4,4,4,,,,,,,2,,,,,,,,,,,,,1,1,11,,,,,,,,
"84-70-04-13","3720-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",2,6,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,500000,1,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,1994,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,5,,,,,
"84-70-04-13","3720-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",4,5,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1000000,2,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,1997,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,,
"67-16-45-78","3721-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,200000,1,,,,3,1,1,8,1,2,1,1,2,2,,,,,,,,,,,1985,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,11,,,
"67-16-45-78","3721-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,400000,5,,,,1,,,8,1,2,1,1,2,2,,,,,,,,,,,2014,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,11,,,
"67-16-45-78","3721-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",2,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,10,,,,,,,8,,,,,,,,,,,,,20,1,1,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"67-16-45-78","3721-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","M4",4,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,600000,1,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2014,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,11,,,
"46-79-04-89","3722-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,10,16,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,4,2,,,,2019,,300000,1,,,,1,,,8,1,,1,1,,2,,,,,,,,,,,2003,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,,,,,,,,,,7,,,,,,,,,,10,,,,,,,,,,1,1,,,,,,,,,,5,,,,,,,,,,10,,,,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,31,,,
"46-79-04-89","3722-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",4,16,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,450000,1,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2003,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"46-79-04-89","3722-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",4,16,16,1,,11,1,0,1,,,,,1,0,1,,,,,3,2,2,1,2,2,,,4,2,,,,0,,450000,5,,,,1,,,8,1,,1,1,,2,,,,,,,,,,,2007,2,1,1,1,90,2,,,,,2,,,,,,,,,,,,,2,,,,,,,1,8000,3,750,3,9,3,2,,,,,,,,,,,2,2,1,1,,,,,,,,,,21,,,,,,,,,,10,,,,,,,,,,1,1,,,,,,,,,,21,,,,,,,,,,10,,,,,,,,,,1,1,,,,,,,,,,15,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,31,,,
"46-79-04-89","3722-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","M4",4,16,16,1,,11,1,0,1,,,,,1,0,1,,,,,3,2,2,1,2,2,,,4,2,,,,0,,450000,5,,,,1,,,1,1,,1,1,,2,,,,,,,,,,,2007,2,1,1,1,90,2,,,,,2,,,,,,,,,,,,,2,,,,,,,1,500,3,5000,3,9,3,2,,,,,,,,,,,2,2,1,1,,,,,,,,,,21,,,,,,,,,,10,,,,,,,,,,1,1,,,,,,,,,,15,,,,,,,,,,10,,,,,,,,,,1,1,,,,,,,,,,7,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,31,,,
"94-01-95-71","3723-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,4,25,1,,31,1,0,1,,,,,1,0,1,,,,,1,2,2,1,2,1,5,,4,1,1,1,4,2019,,300000,5,,,,2,,,1,1,2,1,1,2,2,,,,,,,,,,,1995,2,1,1,2,,,,,,,1,2,8,8000,4,10,2,2,,,,,,2,,,,,,,1,100,3,3000,4,10,2,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,3,3,,,,,,,,,11,11,,,,,,,,,1,1,2,,,,,,,,,4,4,,,,,,,,,10,8,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,3,3,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,11,,,
"94-01-95-71","3723-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",0.05,6,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,5,,,,2,,,1,1,2,1,1,2,2,,,,,,,,,,,1996,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,11,,,
"94-01-95-71","3723-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",0.5,8,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,5,,,,2,,,2,1,2,1,1,2,2,,,,,,,,,,,1997,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"94-01-95-71","3723-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","M4",3,10,35,2,40000,,,,,,,,,,,,,,,,2,1,2,1,2,2,,,2,2,,,,2019,,2500000,5,,,,2,,,2,1,2,1,1,2,2,,,,,,,,,,,2007,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,1
"26-38-86-97","3723-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,8,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,400000,1,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2015,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,11,,,
