"interview__key","y5_hhid","plot_id","plotname","ag2a_03","ag2a_04","ag2a_05","ag2a_05a","ag2a_06","ag2a_07__Accuracy","ag2a_07__Altitude","ag2a_07__Latitude","ag2a_07__Longitude","ag2a_07__Timestamp","ag2a_07a","ag2a_07b","ag2a_07c_1","ag2a_07c_2","ag2a_07c_3","ag2a_08","ag2a_09","ag2a_10"
"42-00-78-10","3168-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.62,2
"42-00-78-10","3168-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M3",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,4,,,1.29,2
"42-00-78-10","3168-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M4",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"42-00-78-10","3168-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M5",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"42-00-78-10","3168-001-01",6,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M6",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"44-11-82-58","3168-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,44,3
"44-11-82-58","3168-001-03",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"02-79-56-67","3169-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.89,2
"02-79-56-67","3169-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.51,2
"60-37-36-57","3171-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.14,3
"60-37-36-57","3171-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"60-37-36-57","3171-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M3",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"60-37-36-57","3171-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"60-37-36-57","3171-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"84-02-93-51","3172-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.4,2
"84-02-93-51","3172-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"23-81-85-47","3173-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,2,,,,,0.09,1
"23-81-85-47","3173-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,2,,,,,0.43,1
"02-50-88-11","3185-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,1.72,3
"02-50-88-11","3185-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"02-50-88-11","3185-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M3",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"02-50-88-11","3185-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.3,"M4",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"76-50-08-94","3186-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,1.09,5
"78-32-84-41","3187-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.74,4
"78-32-84-41","3187-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.75,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.45,4
"78-32-84-41","3187-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M3",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"78-32-84-41","3187-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M4",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,7.38,4
"76-44-53-44","3188-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.3,3
"76-44-53-44","3188-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"51-12-48-04","3189-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.84,4
"88-75-03-88","3189-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"88-75-03-88","3189-001-02",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"51-34-40-93","3190-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,2,,,3,5
"51-34-40-93","3190-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"48-43-31-89","3191-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.59,4
"48-43-31-89","3191-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"71-65-11-52","3192-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.23,5
"71-65-11-52","3192-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"71-65-11-52","3192-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2.5,"M3",1,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"69-32-86-52","3204-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,10.5,1
"96-05-32-13","3205-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.95,1
"96-05-32-13","3205-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,1.51,1
"96-05-32-13","3205-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M3",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"96-49-61-15","3205-001-04",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"94-43-36-88","3205-001-06",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"22-66-04-87","3205-001-10",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.03,1
"22-66-04-87","3205-001-10",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.42,3
"02-22-03-23","3206-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,3.27,2
"02-22-03-23","3206-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.1,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.42,2
"02-22-03-23","3206-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"04-27-33-34","3206-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.33,2
"04-27-33-34","3206-001-03",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.4,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"48-07-76-49","3206-001-06",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"48-07-76-49","3206-001-06",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",100,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"26-70-89-55","3207-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.81,2
"26-70-89-55","3207-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"09-76-80-66","3208-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.07,2
"09-76-80-66","3208-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.59,2
"09-76-80-66","3208-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M3",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.73,2
"09-76-80-66","3208-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M4",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.76,2
"75-95-65-45","3209-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,0.73,2
"75-95-65-45","3209-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,0.62,2
"75-95-65-45","3209-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M3",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,0.39,2
"14-67-94-83","3210-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.35,3
"14-67-94-83","3210-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.56,3
"14-67-94-83","3210-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.74,1
"22-95-67-14","3211-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"22-95-67-14","3211-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2.5,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.77,1
"22-95-67-14","3211-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M3",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"00-02-43-54","3211-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1,2
"44-17-25-08","3223-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.25,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"44-17-25-08","3223-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.98,4
"44-17-25-08","3223-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.16,4
"44-17-25-08","3223-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"53-39-95-47","3223-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.07,3
"53-39-95-47","3223-001-03",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.29,3
"06-86-69-01","3224-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.22,3
"06-86-69-01","3224-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.24,3
"06-86-69-01","3224-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.25,3
"13-80-08-37","3225-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.19,1
"20-59-72-43","3226-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,2,,,,,0.16,3
"20-59-72-43","3226-001-02",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"20-59-72-43","3226-001-02",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"98-13-48-06","3226-001-04",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,2,,,,,0.1,3
"98-13-48-06","3226-001-04",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,2,,,,,0.27,4
"98-13-48-06","3226-001-04",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,2,,,,,0.25,4
"20-80-75-39","3227-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"20-80-75-39","3227-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"20-80-75-39","3227-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"20-80-75-39","3227-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"20-80-75-39","3227-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,1,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"57-04-59-09","3228-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"57-04-59-09","3228-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"07-11-53-33","3229-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.14,3
"07-11-53-33","3229-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"07-11-53-33","3229-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.4,3
"41-59-20-52","3230-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.23,3
"41-59-20-52","3230-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"28-52-66-87","3242-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"05-64-48-41","3243-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"05-64-48-41","3243-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"05-64-48-41","3243-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.05,1
"05-64-48-41","3243-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"24-27-63-88","3245-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.05,1
"24-80-96-77","3247-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,1,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"70-27-78-93","3248-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.1,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"55-03-85-13","3249-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"55-03-85-13","3249-001-02",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.6,1
"29-02-83-48","3261-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,8.6,1
