"interview__key","y5_hhid","plot_id","cropid","ag6b_02","ag6b_03","ag6b_04","ag6b_05","ag6b_06","ag6b_06a","ag6b_07_1","ag6b_07_2","ag6b_07_3","ag6b_07_4","ag6b_08_1","ag6b_08_2","ag6b_09","ag6b_10","ag6b_11"
"65-97-14-24","6149-001-03",3,21,50,2020,50,1,2,2,,,,,,,,,
"65-97-14-24","6149-001-03",3,54,50,1981,30,1,2,1,2021,4,2021,4,4,,50,2,
"86-36-46-36","6150-001-02",2,54,150,2000,0,2,,2,,,,,,,,,
"70-44-66-33","6152-001-01",1,54,40,1969,0,1,2,1,2021,5,2021,7,1,2,60,1,3
"70-44-66-33","6152-001-01",2,54,80,1969,0,1,2,1,2021,5,2021,7,1,2,60,1,3
"70-44-66-33","6152-001-01",3,54,70,1969,0,1,2,1,2021,5,2021,7,1,2,150,1,3
"70-44-66-33","6152-001-01",4,54,70,2012,0,1,2,1,2021,5,2021,7,1,2,200,1,3
"70-44-66-33","6152-001-01",5,304,50,1978,1978,2,,2,,,,,,,,,
"52-66-48-20","6153-001-01",1,54,18,2009,0,1,2,1,2021,6,2021,6,1,2,55,2,
"52-66-48-20","6153-001-01",2,54,7,2002,0,1,2,1,2021,6,2021,6,1,2,35,2,
"52-66-48-20","6153-001-01",3,54,20,2013,0,1,2,1,2021,6,2021,6,1,2,60,2,
"52-66-48-20","6153-001-01",4,54,20,2010,0,1,2,1,2021,7,2021,7,1,2,85,2,
"21-27-12-89","6155-001-01",1,21,60,2018,0,1,2,1,2020,7,2021,6,1,,120,2,
"21-27-12-89","6155-001-01",1,54,500,2020,500,1,2,2,,,,,,,,,
"21-27-12-89","6155-001-01",2,21,2000,2018,0,1,2,1,2020,7,2021,6,1,,180,2,
"21-27-12-89","6155-001-01",3,304,600,1983,0,2,,2,,,,,,,,,
"76-95-55-86","6156-001-01",1,54,10,1900,0,1,2,2,,,,,,,,,
"76-95-55-86","6156-001-01",2,21,4,2017,0,1,2,1,2021,6,2021,6,1,,160,2,
"76-95-55-86","6156-001-01",2,54,3,1900,0,1,2,2,,,,,,,,,
"12-92-21-92","6171-001-01",1,54,4,2014,0,1,2,1,2021,6,2021,6,1,,18,2,
"99-88-87-92","6174-001-01",4,21,300,2020,300,1,2,2,,,,,,,,,
"99-88-87-92","6174-001-01",5,21,1000,2020,1000,1,2,2,,,,,,,,,
"47-39-58-57","6175-001-01",1,304,7,2018,4,1,3,2,,,,,,,,,
"54-09-11-75","6208-001-01",1,304,300,2014,0,2,,1,2021,7,2021,7,1,,500,2,
"99-49-58-42","6210-001-01",1,304,4,2017,1,1,2,2,,,,,,,,,
"95-07-03-49","6227-001-01",2,54,230,2007,80,1,2,1,2020,3,2021,2,1,2,250,2,
"56-36-73-36","6228-001-01",1,21,80,2019,0,1,2,1,2020,3,2021,2,1,2,120,2,
"56-36-73-36","6228-001-01",1,304,1,2014,0,1,2,2,,,,,,,,,
"95-58-90-60","6229-001-01",1,54,80,1900,0,1,2,1,2020,6,2020,7,1,,150,2,
"95-58-90-60","6229-001-01",1,304,10,1900,0,1,2,2,,,,,,,,,
"95-58-90-60","6229-001-01",2,54,100,2020,100,2,,2,,,,,,,,,
"31-43-47-48","6232-001-02",2,21,17,2019,5,1,1,1,2019,3,2021,2,2,4,24123,2,
"42-99-08-38","6244-001-01",1,21,50,2020,50,1,2,1,2020,3,2021,4,1,2,300,2,
"42-99-08-38","6244-001-01",1,54,300,2020,300,1,2,2,,,,,,,,,
"42-99-08-38","6244-001-01",1,60,20,2020,20,1,2,2,,,,,,,,,
"42-99-08-38","6244-001-01",1,998,6,2016,6,1,2,2,,,,,,,,,
"05-51-75-15","6245-001-01",1,21,30,2019,0,1,2,1,2020,6,2020,6,1,2,80,2,
"05-51-75-15","6245-001-01",1,54,100,2007,0,1,2,1,2020,6,2020,8,1,2,530,2,
"05-51-75-15","6245-001-01",1,60,80,2018,3,1,2,1,2021,3,2021,4,1,2,140,2,
"05-51-75-15","6245-001-01",1,304,6,2015,0,1,2,2,,,,,,,,,
"05-51-75-15","6245-001-01",2,21,9,2019,0,1,2,1,2020,6,2020,6,1,2,80,2,
"05-51-75-15","6245-001-01",2,54,50,1998,0,1,2,1,2020,6,2020,7,1,2,200,2,
"05-51-75-15","6245-001-01",2,60,140,2018,3,1,2,1,2020,5,2020,5,1,2,20,2,
"05-51-75-15","6245-001-01",2,304,9,2019,0,1,2,1,2020,6,2020,6,1,2,1000,2,
"09-68-04-75","6246-001-01",1,21,100,2020,0,1,2,1,2020,10,2021,4,1,,180,2,
"66-91-47-61","6247-001-01",1,54,50,2010,0,1,2,1,2020,7,2020,8,1,2,180,2,
"66-91-47-61","6247-001-01",1,998,40,2020,30,1,2,2,,,,,,,,,
"61-92-53-50","6248-001-01",1,54,200,1999,0,1,2,1,2020,6,2020,8,1,2,350,2,
"61-92-53-50","6248-001-01",1,60,10,2020,10,1,2,1,2021,1,2021,4,1,2,16,2,
"54-85-24-90","6249-001-01",1,21,40,2021,40,1,2,2,,,,,,,,,
"54-85-24-90","6249-001-01",1,54,15,2000,0,1,2,1,2020,6,2020,8,1,,120,2,
"79-54-29-98","6250-001-01",1,54,26,1900,0,1,2,1,2020,6,2020,8,1,,120,2,
"79-54-29-98","6250-001-01",1,304,2,1900,0,1,2,2,,,,,,,,,
"29-42-49-58","6251-001-01",1,21,15,2020,0,1,2,2,,,,,,,,,
"29-42-49-58","6251-001-01",1,304,5,2015,0,1,2,2,,,,,,,,,
"29-42-49-58","6251-001-01",2,21,30,2019,0,1,2,1,2020,5,2021,4,1,,150,2,
"29-42-49-58","6251-001-01",2,304,10,2015,0,1,2,2,,,,,,,,,
"42-21-30-21","6263-001-01",1,54,180,1998,0,1,2,1,2020,6,2020,8,1,2,1200,2,
"42-21-30-21","6263-001-01",1,304,7,2013,0,1,2,2,,,,,,,,,
"77-10-93-70","6264-001-01",1,18,6,2000,0,1,2,1,2020,5,2021,4,1,,50,2,
"77-10-93-70","6264-001-01",1,21,30,2020,15,1,2,1,2020,12,2021,4,1,,300,2,
"77-10-93-70","6264-001-01",1,54,2000,1998,20,1,2,2,,,,,,,,,
"77-10-93-70","6264-001-01",1,55,20,2020,5,1,2,1,2020,5,2021,4,1,,100,2,
"77-10-93-70","6264-001-01",1,60,10,2021,6,1,2,1,2020,5,2021,4,1,,720,2,
"77-10-93-70","6264-001-01",2,21,30,2021,30,1,2,2,,,,,,,,,
"77-10-93-70","6264-001-01",2,304,6000,2006,50,1,2,1,2020,6,2021,2,1,,30,2,
"69-12-72-79","6264-001-03",1,21,150,2016,0,1,2,1,2020,5,2021,4,1,2,60,2,
"69-12-72-79","6264-001-03",1,54,300,2008,0,1,2,1,2020,5,2021,4,1,2,50,2,
"58-29-18-12","6265-001-01",1,54,100,2011,50,1,2,2,,,,,,,,,
"58-29-18-12","6265-001-01",1,998,200,2018,100,1,2,1,2020,5,2021,4,1,2,300,2,
"56-37-50-42","6266-001-01",1,54,8,2006,0,2,,1,2020,6,2020,8,2,,24,2,
"25-91-76-28","6267-001-01",1,54,2,1990,0,1,2,1,2020,3,2021,4,1,2,30,2,
"82-70-52-52","6268-001-01",1,54,70,2014,0,1,2,1,2020,7,2020,7,1,2,140,2,
"82-70-52-52","6268-001-01",1,60,100,2018,0,1,2,1,2020,5,2021,4,1,2,210,1,3
"11-88-00-95","6269-001-01",1,21,15,2015,0,1,2,2,,,,,,,,,
"11-88-00-95","6269-001-01",1,54,40,2000,0,1,2,1,2020,5,2020,8,1,2,350,2,
"11-88-00-95","6269-001-01",1,60,200,2015,0,1,2,1,2020,5,2021,5,1,2,720,2,
"11-88-00-95","6269-001-01",1,304,10,2014,0,1,2,2,,,,,,,,,
"11-88-00-95","6269-001-01",2,21,50,2017,0,2,,1,2019,6,2019,7,1,2,290,2,
"11-88-00-95","6269-001-01",2,54,45,2010,0,1,2,1,2020,6,2020,9,1,2,140,2,
"11-88-00-95","6269-001-01",2,60,140,2010,0,1,2,1,2020,5,2021,5,1,2,360,2,
"11-72-84-76","6270-001-01",1,21,30,2019,15,1,2,1,2020,5,2021,4,1,,180,2,
"11-72-84-76","6270-001-01",1,54,25,2005,0,1,2,1,2020,5,2021,4,1,,27,2,
"11-72-84-76","6270-001-01",1,60,10,2020,7,1,2,1,2020,5,2021,4,1,,75,2,
"11-72-84-76","6270-001-01",1,304,4,2014,0,1,2,2,,,,,,,,,
"11-72-84-76","6270-001-01",2,21,25,2019,120,1,2,2,,,,,,,,,
"11-72-84-76","6270-001-01",2,54,50,1976,0,1,2,1,2020,5,2021,4,1,,216,2,
"47-56-84-86","6303-001-01",2,21,300,2021,300,2,,1,2020,11,2021,5,1,2,250,1,5
"22-39-67-02","6305-001-01",2,21,400,2020,400,2,,1,2021,2,2021,3,1,,240,2,
"70-65-42-62","6306-001-01",1,21,200,2021,220,2,,1,2020,6,2021,7,1,,80,2,
"70-65-42-62","6306-001-01",2,21,150,2021,150,2,,1,2020,6,2021,7,1,,50,2,
"70-65-42-62","6306-001-01",4,21,50,2021,60,1,2,1,2020,6,2021,7,1,,30,2,
"27-39-94-01","6307-001-01",1,21,300,2020,300,1,2,1,2021,1,2021,4,1,,800,2,
"59-09-89-42","6308-001-01",1,21,2000,2019,2000,2,,1,2020,8,2021,4,1,,2000,2,
"59-09-89-42","6308-001-01",2,21,1000,2019,1000,2,,1,2020,10,2020,12,1,,800,2,
"74-65-42-85","6320-001-01",1,21,200,2020,200,2,,1,2020,7,2021,6,1,2,320,2,
"53-68-21-89","6322-001-01",2,21,2000,2020,2000,1,2,1,2021,3,2021,6,1,,560,2,
"07-03-57-97","6325-001-01",1,21,900,2020,900,2,,1,2020,10,2021,5,1,2,500,1,5
"20-56-10-12","6326-001-01",2,21,100,2019,0,2,,1,2020,11,2021,1,1,,480,2,
"85-15-11-19","6341-001-01",1,45,15,1990,0,2,,1,2020,4,2020,11,1,,250,2,
"69-68-49-17","6343-001-01",1,21,500,2019,300,2,,1,2020,6,2021,2,1,2,640,2,
"69-68-49-17","6343-001-01",2,21,300,2019,100,2,,1,2020,8,2020,8,2,,80,2,
"67-02-63-50","6344-001-01",1,21,150,2020,150,2,,1,2020,9,2021,3,1,,130,1,5
"67-02-63-50","6344-001-01",2,21,60,2020,60,2,,1,2020,5,2021,4,1,,40,1,5
"85-35-63-16","6346-001-01",1,21,2000,2020,1500,2,,1,2021,5,2021,7,1,,150,1,5
"50-28-73-17","6358-001-01",2,21,350,2020,350,2,,1,2020,5,2021,4,1,2,280,2,
"04-64-50-05","6361-001-01",1,21,1000,2020,1000,2,,1,2020,11,2021,5,1,,500,1,2
"20-21-28-55","6364-001-01",1,21,1000,2020,600,2,,1,2020,6,2021,4,1,,720,2,
"20-21-28-55","6364-001-01",2,45,1,1968,0,2,,2,,,,,,,,,
"48-55-18-52","6365-001-01",1,21,70,2020,100,2,,1,2020,1,2020,12,1,,100,1,3
"08-47-64-55","6366-001-01",2,21,250,2020,250,2,,1,2020,9,2020,10,1,,150,1,5
"08-47-64-55","6366-001-01",3,21,150,2020,150,2,,1,2020,9,2020,10,1,,200,1,5
"16-07-21-72","6368-001-01",2,21,4000,2020,4000,2,,1,2021,1,2021,5,2,,640,2,
"98-46-77-53","6377-001-01",1,21,200,2020,200,2,,2,,,,,,,,,
"49-71-93-57","6378-001-01",2,21,120,2020,120,2,,1,2021,7,2021,8,1,,50,2,
"96-48-89-16","6379-001-02",1,21,2000,2019,0,2,,1,2020,9,2021,5,2,,1600,2,
"27-72-20-13","6380-001-01",2,21,250,2020,250,2,,1,2021,4,2021,8,1,2,350,2,
"27-72-20-13","6380-001-01",2,34,50,2020,40,2,,1,2021,2,2021,5,1,2,50,2,
"12-25-31-27","6381-001-01",3,21,50,2021,50,2,,2,,,,,,,,,
"28-78-60-05","6382-001-02",1,21,150,2021,150,2,,1,2021,2,2021,6,2,,100,1,5
"74-48-64-42","6383-001-01",1,21,200,2021,250,2,,1,2020,8,2021,7,1,2,100,1,3
"40-38-88-71","6384-001-01",1,21,300,2020,300,2,,1,2021,3,2021,8,1,2,420,2,
"46-97-87-15","6396-001-01",2,21,120,2021,150,2,,1,2020,8,2021,7,1,,160,2,
"43-43-72-07","6402-001-01",1,21,50,2020,150,1,2,1,2020,10,2021,1,1,,100,2,
"08-84-14-21","6416-001-01",3,21,150,2019,100,1,2,1,2020,12,2021,6,1,,237,2,
"10-43-69-50","6422-001-01",1,21,200,2020,200,1,2,2,,,,,,,,,
"57-79-50-33","6459-001-01",1,304,5,2012,0,1,2,2,,,,,,,,,
"44-63-23-23","6461-001-01",1,21,0,2020,150,1,2,2,,,,,,,,,
"44-63-23-23","6461-001-01",1,60,800,2010,0,2,,1,2020,3,2021,2,1,2,1500,1,5
"44-63-23-23","6461-001-01",1,303,9,9999,0,1,2,2,,,,,,,,,
"64-41-75-29","6483-001-01",3,60,2000,2021,2000,2,,1,2020,6,2020,12,1,,15000,2,
"11-29-55-86","6491-001-01",2,21,4900,2019,4900,2,,1,2020,6,2020,7,1,2,4560,1,3
"63-18-65-67","6492-001-01",1,304,2,2001,0,2,,2,,,,,,,,,
"63-18-65-67","6492-001-01",2,21,437,2019,42,2,,1,2020,6,2020,6,1,,900,2,
"75-84-54-75","6492-001-04",1,21,77,2018,9,2,,1,2020,6,2020,6,1,,248,2,
"36-33-33-86","6493-001-01",1,21,3200,2019,200,1,2,1,2020,6,2020,8,1,,2000,2,
"95-01-55-68","6496-001-01",2,21,600,2021,600,2,,2,,,,,,,,,
"71-41-76-14","6510-001-01",4,21,300,2020,300,2,,2,,,,,,,,,
"51-46-98-39","6510-001-03",1,21,126,2021,126,1,2,2,,,,,,,,,
"96-44-09-55","6517-001-01",2,21,6000,2018,0,1,2,1,2020,3,2020,3,1,,5600,2,
"56-34-20-75","6530-001-02",1,21,1600,2018,130,1,2,1,2020,5,2020,9,2,3,600,1,4
"44-89-17-70","6531-001-01",1,21,3000,2019,0,2,,1,2021,1,2021,3,1,2,300,2,
"22-36-08-67","6540-001-01",1,21,200,2020,200,2,,2,,,,,,,,,
"03-97-26-40","6540-001-07",1,21,150,2019,0,2,,1,2020,5,2020,6,1,,120,2,
"07-21-55-34","6550-001-01",2,21,50,2019,0,1,2,1,2020,2,2020,2,1,2,26,2,
"07-21-55-34","6550-001-01",2,44,30,2004,0,2,,1,2020,3,2020,3,1,2,50,2,
"09-65-95-53","6551-001-01",2,44,57,1977,0,2,,1,2020,4,2020,8,1,,248,2,
"32-45-09-37","6586-001-01",3,21,360,2018,0,2,,1,2020,10,2020,10,2,4,480,2,
"86-71-65-26","6591-001-01",1,54,150,1984,0,1,2,1,2020,6,2021,5,1,2,235,1,3
"92-71-85-29","6592-001-01",4,21,1500,2020,0,2,,2,,,,,,,,,
"62-76-44-94","6593-001-01",1,54,10,2009,0,1,2,2,,,,,,,,,
"62-76-44-94","6593-001-01",1,60,20,2019,5,1,3,1,2021,5,2021,7,1,,23,2,
"08-61-87-73","6607-001-01",3,21,100,2019,0,2,,2,,,,,,,,,
"62-43-05-95","6607-001-02",1,21,18,2020,18,1,3,2,,,,,,,,,
"78-81-71-50","6608-001-08",1,304,20,2014,0,1,3,2,,,,,,,,,
"29-94-20-90","6610-001-01",1,21,150,2021,150,2,,2,,,,,,,,,
"14-86-77-33","6628-001-01",1,21,4,2020,4,1,2,2,,,,,,,,,
"92-45-77-35","6629-001-01",2,21,300,2021,300,1,2,2,,,,,,,,,
"02-91-95-35","6643-001-02",1,998,50,2009,23,2,,1,2020,8,2021,7,2,,50,2,
"16-03-32-72","6644-001-01",1,304,8,2005,0,2,,2,,,,,,,,,
"10-96-80-35","6645-001-01",1,45,1,2015,0,2,,2,,,,,,,,,
"10-96-80-35","6645-001-01",1,304,20,1900,0,2,,2,,,,,,,,,
"10-96-80-35","6645-001-01",1,998,10,2017,0,2,,1,2020,8,2021,7,1,2,20,2,
"75-68-77-89","6646-001-01",1,54,30,2018,0,1,2,2,,,,,,,,,
"75-68-77-89","6646-001-01",1,304,20,1900,0,1,2,2,,,,,,,,,
"26-99-67-44","6649-001-01",1,54,50,1900,10,2,,1,2020,8,2021,7,1,,30,1,4
"26-99-67-44","6649-001-01",1,303,100,2000,0,2,,1,2020,8,2021,7,1,,50,2,
"26-99-67-44","6649-001-01",1,304,15,2000,0,2,,2,,,,,,,,,
"14-03-63-51","6650-001-01",1,54,60,2000,0,2,,2,,,,,,,,,
"14-03-63-51","6650-001-01",1,304,8,2015,0,2,,1,2020,8,2021,7,1,2,100,2,
"59-89-96-37","6681-001-01",1,53,100,2016,0,1,2,2,,,,,,,,,
"59-89-96-37","6681-001-01",2,998,5,1971,0,1,2,2,,,,,,,,,
"51-83-22-17","6684-001-01",3,45,10,1985,0,2,,1,2020,10,2020,12,1,2,30700,2,
"18-01-61-83","6700-001-01",1,54,1000,1900,0,2,,2,,,,,,,,,
"23-72-91-94","6701-001-01",1,54,240,2009,0,2,,1,2020,8,2021,7,1,2,110,2,
"23-72-91-94","6701-001-01",1,304,20,1990,0,2,,2,,,,,,,,,
"23-72-91-94","6701-001-01",1,998,100,2017,0,2,,1,2020,8,2021,7,1,2,330,2,
"34-13-53-96","6703-001-01",1,998,200,2005,0,1,2,1,2020,8,2021,7,1,,90,2,
"26-96-01-74","6706-001-01",1,54,100,1900,10,1,2,1,2020,6,2021,7,1,,20,2,
"26-96-01-74","6706-001-01",1,304,5,1900,0,2,,2,,,,,,,,,
"24-14-39-62","6707-001-01",1,54,100,1952,0,2,,2,,,,,,,,,
"35-74-20-29","6722-001-01",1,54,50,2000,0,1,2,1,2020,8,2020,12,1,,6,2,
"35-74-20-29","6722-001-01",1,60,8,2017,2,1,2,1,2020,5,2020,10,1,,20,2,
"35-74-20-29","6722-001-01",1,304,6,2000,0,1,2,2,,,,,,,,,
"14-77-09-08","6723-001-01",1,60,7,2020,7,2,,2,,,,,,,,,
"14-77-09-08","6723-001-01",1,303,10,2020,10,2,,2,,,,,,,,,
"14-77-09-08","6723-001-01",1,304,5,2015,0,2,,2,,,,,,,,,
"92-19-80-24","6724-001-02",1,54,2000,2019,0,1,2,1,2020,1,2021,2,2,,200,2,
"92-19-80-24","6724-001-02",1,60,50,2019,10,1,2,1,2020,1,2021,2,2,,3,2,
"85-32-43-01","6725-001-01",1,54,300,1945,50,2,,1,2020,7,2020,10,1,2,50,1,3
"17-39-73-61","6726-001-01",1,304,3,2006,0,2,,2,,,,,,,,,
"51-44-38-20","6740-001-01",1,60,2,2017,0,2,,1,2020,5,2021,4,1,,12,2,
"51-44-38-20","6740-001-01",1,304,5,2010,0,2,,2,,,,,,,,,
"49-49-65-83","6741-001-01",1,21,20,2020,20,1,2,2,,,,,,,,,
"49-49-65-83","6741-001-01",1,34,3,2021,3,1,2,2,,,,,,,,,
"49-49-65-83","6741-001-01",1,54,100,1985,0,1,2,1,2020,5,2020,12,1,,12,2,
"49-49-65-83","6741-001-01",1,57,3,2009,0,1,2,2,,,,,,,,,
"49-49-65-83","6741-001-01",1,60,56,2010,0,1,2,1,2020,3,2021,4,1,,30,2,
"49-49-65-83","6741-001-01",1,304,20,2008,0,1,2,2,,,,,,,,,
"49-49-65-83","6741-001-01",1,306,70,2000,0,2,,2,,,,,,,,,
"90-88-19-10","6778-001-01",2,45,2,2019,0,2,,2,,,,,,,,,
"01-42-95-74","6795-001-01",2,21,100,2021,100,1,2,2,,,,,,,,,
"01-42-95-74","6795-001-01",2,54,60,2009,15,1,2,1,2020,7,2021,6,1,2,80,2,
"01-42-95-74","6795-001-01",2,304,70,2009,20,1,2,2,,,,,,,,,
"66-84-66-13","6798-001-01",1,21,20,2020,15,1,2,2,,,,,,,,,
"58-57-11-79","6799-001-01",1,21,200,2020,200,1,2,2,,,,,,,,,
"58-57-11-79","6799-001-01",1,54,1500,1996,50,1,2,1,2020,5,2021,6,1,2,1000,2,
"58-57-11-79","6799-001-01",1,60,50,2019,20,1,2,1,2020,6,2021,6,1,2,180,2,
"58-57-11-79","6799-001-01",1,304,3000,2016,0,1,2,2,,,,,,,,,
"58-57-11-79","6799-001-01",2,54,700,1992,20,1,2,1,2020,5,2021,6,1,2,800,2,
"58-57-11-79","6799-001-01",2,304,50,2000,0,1,2,2,,,,,,,,,
"47-31-17-64","6800-001-01",1,21,50,2019,0,2,,1,2020,7,2021,6,1,,120,1,3
"47-31-17-64","6800-001-01",1,54,280,2010,100,2,,1,2021,7,2021,7,1,,8,1,4
"47-31-17-64","6800-001-01",1,60,10,2018,0,2,,1,2020,8,2021,6,1,,100,2,
"47-31-17-64","6800-001-01",1,303,700,2008,0,2,,1,2020,7,2021,6,1,,3000,2,
"47-31-17-64","6800-001-01",1,304,250,2012,12,2,,2,,,,,,,,,
"47-31-17-64","6800-001-01",1,305,3,2010,0,2,,2,,,,,,,,,
"31-28-73-83","6802-001-01",2,54,50,1900,0,2,,2,,,,,,,,,
"31-28-73-83","6802-001-01",2,304,50,1900,0,2,,2,,,,,,,,,
"85-23-86-97","6802-001-02",2,304,5,2019,0,2,,2,,,,,,,,,
"88-98-92-70","6819-001-01",1,21,600,2020,400,2,,1,2021,4,2021,6,1,,100,1,5
"40-63-13-42","6821-001-01",1,21,2000,2020,2000,1,2,1,2021,3,2021,9,1,,320,2,
"95-13-92-53","6834-001-01",1,21,200,2020,200,2,,1,2020,11,2021,4,1,,180,1,2
"82-57-40-44","6836-001-01",2,21,2000,2021,2000,2,,1,2020,1,2021,3,1,,400,2,
"87-61-58-55","6837-001-01",2,21,300,2020,300,2,,1,2020,10,2021,3,8,,250,1,5
"41-17-69-73","6838-001-01",1,21,70,2020,70,2,,1,2021,4,2021,6,1,,140,2,
"41-17-69-73","6838-001-01",1,45,1,2016,0,2,,2,,,,,,,,,
"27-51-88-02","6840-001-01",1,21,150,2020,150,2,,1,2020,6,2021,5,1,2,160,2,
"88-19-35-89","6841-001-02",2,21,500,2020,250,2,,1,2020,5,2021,5,3,4,200,2,
"58-38-79-07","6854-001-01",1,21,100,2019,0,2,,1,2020,1,2021,4,2,,450,2,
"58-38-79-07","6854-001-01",2,21,30,2019,0,2,,1,2020,5,2020,9,2,,45,2,
"42-81-48-10","6855-001-01",3,21,500,2020,500,2,,1,2020,10,2021,3,2,,450,2,
"53-89-26-21","6856-001-01",1,21,200,2020,0,2,,2,,,,,,,,,
"53-89-26-21","6856-001-01",2,21,100,2021,100,2,,1,2021,5,2021,6,1,,70,1,5
"02-87-91-27","6858-001-01",1,21,250,2020,250,2,,1,2020,7,2021,5,1,2,280,2,
"02-87-91-27","6858-001-01",1,45,3,2012,0,2,,1,2020,6,2021,5,1,2,40,2,
"02-87-91-27","6858-001-01",1,66,15,2005,2005,2,,1,2020,8,2020,8,1,2,75,2,
"47-87-67-89","6872-001-01",1,21,500,2020,500,2,,1,2021,5,2021,10,3,,480,2,
"56-38-85-25","6875-001-01",3,21,400,2019,0,2,,1,2020,8,2021,5,1,,800,2,
"56-38-85-25","6875-001-01",3,66,40,2016,0,2,,2,,,,,,,,,
"79-80-09-61","6876-001-01",1,21,200,2020,200,2,,1,2021,3,2021,5,1,,490,2,
"79-80-09-61","6876-001-01",1,66,120,2000,0,2,,1,2020,7,2020,7,1,,0,2,
"79-80-09-61","6876-001-01",2,45,20,1999,0,2,,1,2020,6,2021,5,1,,150,2,
"79-80-09-61","6876-001-01",2,66,70,2001,0,2,,1,2020,8,2020,8,1,,10,2,
"32-88-21-39","6877-001-01",1,21,200,2020,200,2,,1,2020,9,2021,2,1,,60,1,5
"67-50-49-39","6878-001-02",3,21,45,2020,45,2,,1,2020,6,2021,5,5,,160,2,
"57-65-96-66","6892-001-01",1,21,70,2021,70,2,,2,,,,,,,,,
"71-69-22-91","6893-001-01",1,21,200,2020,0,2,,1,2021,8,2021,8,1,2,150,2,
"71-82-09-06","6894-001-01",1,21,50,2020,50,2,,1,2021,3,2021,5,1,,150,2,
"11-93-82-76","6894-001-02",1,21,200,2021,200,2,,2,,,,,,,,,
"01-49-07-64","6897-001-01",1,21,250,2020,250,2,,1,2021,4,2021,5,1,2,560,2,
"33-02-17-44","6899-001-01",1,45,4,1980,0,2,,1,2020,5,2021,4,1,,100,2,
"25-16-88-57","6909-001-01",1,46,60,2004,0,2,,1,2020,9,2020,11,1,,130,2,
"69-09-51-68","6910-001-01",1,34,20,2021,0,1,2,1,2020,8,2020,8,1,2,20,2,
"69-09-51-68","6910-001-01",1,46,80,1998,10,1,2,1,2020,10,2021,1,1,2,100,2,
"69-09-51-68","6910-001-01",1,60,2,2020,2,1,2,2,,,,,,,,,
"38-40-83-55","6911-001-01",1,21,100,2021,100,2,,1,2021,4,2021,4,1,,40,2,
"38-40-83-55","6911-001-01",1,46,10,1985,0,2,,1,2020,8,2020,11,1,,100,2,
"67-09-23-97","6911-001-02",1,46,50,1900,0,1,2,2,,,,,,,,,
"03-42-21-92","6913-001-01",1,21,89,2021,84,1,2,1,2021,4,2021,4,1,2,42,2,
"03-42-21-92","6913-001-01",1,46,60,1997,21,1,2,2,,,,,,,,,
"33-10-71-26","6915-001-01",1,21,100,2019,80,1,2,1,2020,5,2021,4,1,2,180,2,
"33-10-71-26","6915-001-01",1,34,9,2020,9,1,2,2,,,,,,,,,
"33-10-71-26","6915-001-01",1,46,19,1900,10,1,2,2,,,,,,,,,
"33-10-71-26","6915-001-01",1,60,2,2020,2,1,2,2,,,,,,,,,
"56-21-00-90","6916-001-01",1,46,50,1970,0,1,2,1,2020,12,2021,1,1,,9,2,
"68-33-35-37","6919-001-01",1,46,40,2012,10,1,2,1,2020,8,2020,9,1,2,300,1,5
"01-47-28-75","6928-001-01",4,46,6,1950,0,2,,1,2020,8,2020,10,1,2,25,1,5
"72-25-82-38","6930-001-01",3,46,20,2019,0,2,,2,,,,,,,,,
"06-76-01-17","6931-001-01",3,46,65,1900,0,2,,1,2020,7,2020,10,1,,310,2,
"06-76-01-17","6931-001-01",4,45,5,1900,0,2,,1,2020,3,2021,4,1,2,140,2,
"70-02-66-38","6931-001-04",1,46,35,2019,10,2,,2,,,,,,,,,
"99-84-80-48","6932-001-01",2,21,500,2020,0,2,,1,2020,6,2021,5,1,2,1500,2,
"99-84-80-48","6932-001-01",2,46,50,2016,0,2,,2,,,,,,,,,
"99-84-80-48","6932-001-01",3,46,40,1975,0,2,,1,2020,8,2020,11,1,2,600,2,
"31-46-55-70","6933-001-01",3,46,75,9999,0,1,2,2,,,,,,,,,
"31-46-55-70","6933-001-01",4,46,50,2020,30,1,2,2,,,,,,,,,
"77-83-92-48","6935-001-01",2,46,17,1999,0,1,2,2,,,,,,,,,
"25-70-77-90","6935-001-02",1,46,150,2020,100,1,2,2,,,,,,,,,
"25-70-77-90","6935-001-02",2,45,150,2018,0,1,2,2,,,,,,,,,
"25-70-77-90","6935-001-02",2,60,100,2019,0,1,2,1,2020,4,2021,4,1,2,25,1,5
"63-09-67-79","6947-001-01",1,46,100,1989,0,2,,1,2020,9,2020,10,1,2,400,2,
"63-09-67-79","6947-001-01",2,21,100,2020,100,1,2,2,,,,,,,,,
"63-09-67-79","6947-001-01",2,304,4,2020,4,1,2,2,,,,,,,,,
"84-45-49-73","6948-001-01",1,21,40,2021,40,1,2,2,,,,,,,,,
"70-60-21-69","6950-001-01",1,21,270,2020,170,1,2,1,2020,5,2021,4,1,,70,2,
"70-60-21-69","6950-001-01",1,46,40,2017,7,1,2,2,,,,,,,,,
"60-97-00-27","6950-001-02",1,21,100,2020,0,2,,1,2020,5,2021,4,1,2,500,2,
"88-90-24-32","6951-001-01",1,46,10,1900,0,2,,2,,,,,,,,,
"88-90-24-32","6951-001-01",2,21,82,2019,50,2,,1,2020,5,2021,4,1,,200,1,3
