"interview__key","y5_hhid","productid","lf08_01","lf08_02","lf08_03_1","lf08_03_2","lf08_04","lf08_05_1","lf08_05_2","lf08_06","lf08_07_a","lf08_07_c","lf08_08_1","lf08_08_2"
"00-38-57-23","2239-001-01",3,2,,,,,,,,,,,
"74-49-80-07","2239-001-03",1,2,,,,,,,,,,,
"74-49-80-07","2239-001-03",2,2,,,,,,,,,,,
"74-49-80-07","2239-001-03",3,2,,,,,,,,,,,
"56-51-50-29","2240-001-02",1,,,,,,,,,,,,
"56-51-50-29","2240-001-02",2,,,,,,,,,,,,
"56-51-50-29","2240-001-02",3,,,,,,,,,,,,
"33-71-74-27","2241-001-01",1,,,,,,,,,,,,
"33-71-74-27","2241-001-01",2,,,,,,,,,,,,
"33-71-74-27","2241-001-01",3,,,,,,,,,,,,
"31-14-86-01","2242-001-01",1,2,,,,,,,,,,,
"31-14-86-01","2242-001-01",2,2,,,,,,,,,,,
"31-14-86-01","2242-001-01",3,2,,,,,,,,,,,
"53-95-94-12","2254-001-01",1,,,,,,,,,,,,
"53-95-94-12","2254-001-01",2,,,,,,,,,,,,
"53-95-94-12","2254-001-01",3,,,,,,,,,,,,
"74-70-00-93","2255-001-01",1,2,,,,,,,,,,,
"74-70-00-93","2255-001-01",2,2,,,,,,,,,,,
"74-70-00-93","2255-001-01",3,2,,,,,,,,,,,
"93-31-89-76","2256-001-01",1,1,7,7,3,2,,,,,,,
"93-31-89-76","2256-001-01",2,2,,,,,,,,,,,
"93-31-89-76","2256-001-01",3,2,,,,,,,,,,,
"79-86-31-64","2256-001-03",1,1,2,20,3,2,,,,,,,
"79-86-31-64","2256-001-03",2,2,,,,,,,,,,,
"79-86-31-64","2256-001-03",3,2,,,,,,,,,,,
"30-93-95-65","2257-001-01",1,1,3,55,3,2,,,,,,,
"30-93-95-65","2257-001-01",2,2,,,,,,,,,,,
"30-93-95-65","2257-001-01",3,2,,,,,,,,,,,
"14-19-73-23","2258-001-01",1,1,10,45,3,2,,,,,,,
"14-19-73-23","2258-001-01",2,2,,,,,,,,,,,
"14-19-73-23","2258-001-01",3,2,,,,,,,,,,,
"80-56-51-76","2259-001-01",1,2,,,,,,,,,,,
"80-56-51-76","2259-001-01",2,2,,,,,,,,,,,
"80-56-51-76","2259-001-01",3,2,,,,,,,,,,,
"16-88-52-77","2260-001-01",1,1,4,54,3,2,,,,,,,
"16-88-52-77","2260-001-01",2,2,,,,,,,,,,,
"16-88-52-77","2260-001-01",3,2,,,,,,,,,,,
"21-64-01-84","2273-001-01",1,,,,,,,,,,,,
"21-64-01-84","2273-001-01",2,,,,,,,,,,,,
"21-64-01-84","2273-001-01",3,,,,,,,,,,,,
"73-59-89-10","2273-001-02",1,2,,,,,,,,,,,
"73-59-89-10","2273-001-02",2,2,,,,,,,,,,,
"73-59-89-10","2273-001-02",3,2,,,,,,,,,,,
"29-26-31-23","2274-001-01",1,,,,,,,,,,,,
"29-26-31-23","2274-001-01",2,,,,,,,,,,,,
"29-26-31-23","2274-001-01",3,,,,,,,,,,,,
"03-57-75-86","2275-001-01",1,2,,,,,,,,,,,
"03-57-75-86","2275-001-01",2,2,,,,,,,,,,,
"03-57-75-86","2275-001-01",3,2,,,,,,,,,,,
"82-16-51-60","2276-001-01",1,,,,,,,,,,,,
"82-16-51-60","2276-001-01",2,,,,,,,,,,,,
"82-16-51-60","2276-001-01",3,,,,,,,,,,,,
"61-97-17-87","2277-001-01",1,,,,,,,,,,,,
"61-97-17-87","2277-001-01",2,,,,,,,,,,,,
"61-97-17-87","2277-001-01",3,,,,,,,,,,,,
"19-61-62-90","2277-001-03",1,1,3,72,3,2,,,,,,,
"19-61-62-90","2277-001-03",2,2,,,,,,,,,,,
"19-61-62-90","2277-001-03",3,2,,,,,,,,,,,
"67-22-78-74","2278-001-02",1,1,3,216,3,2,,,,,,,
"67-22-78-74","2278-001-02",2,2,,,,,,,,,,,
"67-22-78-74","2278-001-02",3,2,,,,,,,,,,,
"69-36-49-08","2279-001-01",1,,,,,,,,,,,,
"69-36-49-08","2279-001-01",2,,,,,,,,,,,,
"69-36-49-08","2279-001-01",3,,,,,,,,,,,,
"41-81-85-62","2280-001-01",1,2,,,,,,,,,,,
"41-81-85-62","2280-001-01",2,2,,,,,,,,,,,
"41-81-85-62","2280-001-01",3,2,,,,,,,,,,,
"14-58-18-61","2292-001-02",1,1,3,30,3,2,,,,,,,
"14-58-18-61","2292-001-02",2,2,,,,,,,,,,,
"14-58-18-61","2292-001-02",3,2,,,,,,,,,,,
"05-63-45-74","2292-001-05",1,1,1,16,3,2,,,,,,,
"05-63-45-74","2292-001-05",2,2,,,,,,,,,,,
"05-63-45-74","2292-001-05",3,2,,,,,,,,,,,
"29-32-41-81","2293-001-01",1,1,5,24,3,2,,,,,,,
"29-32-41-81","2293-001-01",2,2,,,,,,,,,,,
"29-32-41-81","2293-001-01",3,2,,,,,,,,,,,
"22-44-20-21","2293-001-02",1,1,2,16,3,2,,,,,,,
"22-44-20-21","2293-001-02",2,2,,,,,,,,,,,
"22-44-20-21","2293-001-02",3,2,,,,,,,,,,,
"64-85-98-16","2293-001-03",1,,,,,,,,,,,,
"64-85-98-16","2293-001-03",2,,,,,,,,,,,,
"64-85-98-16","2293-001-03",3,,,,,,,,,,,,
"48-54-13-87","2293-001-04",1,1,3,14,3,2,,,,,,,
"48-54-13-87","2293-001-04",2,2,,,,,,,,,,,
"48-54-13-87","2293-001-04",3,2,,,,,,,,,,,
"99-82-71-87","2293-001-05",1,,,,,,,,,,,,
"99-82-71-87","2293-001-05",2,,,,,,,,,,,,
"99-82-71-87","2293-001-05",3,,,,,,,,,,,,
"79-64-91-55","2294-001-01",1,1,2,240,3,2,,,,,,,
"79-64-91-55","2294-001-01",2,2,,,,,,,,,,,
"79-64-91-55","2294-001-01",3,2,,,,,,,,,,,
"83-01-75-41","2295-001-01",1,2,,,,,,,,,,,
"83-01-75-41","2295-001-01",2,2,,,,,,,,,,,
"83-01-75-41","2295-001-01",3,2,,,,,,,,,,,
"80-85-79-46","2296-001-01",1,1,5,45,3,2,,,,,,,
"80-85-79-46","2296-001-01",2,2,,,,,,,,,,,
"80-85-79-46","2296-001-01",3,2,,,,,,,,,,,
"78-59-25-36","2297-001-01",1,,,,,,,,,,,,
"78-59-25-36","2297-001-01",2,,,,,,,,,,,,
"78-59-25-36","2297-001-01",3,,,,,,,,,,,,
"90-57-92-07","2298-001-01",1,,,,,,,,,,,,
"90-57-92-07","2298-001-01",2,,,,,,,,,,,,
"90-57-92-07","2298-001-01",3,,,,,,,,,,,,
"86-59-55-56","2299-001-01",1,1,4,12,3,2,,,,,,,
"86-59-55-56","2299-001-01",2,2,,,,,,,,,,,
"86-59-55-56","2299-001-01",3,2,,,,,,,,,,,
"96-15-71-56","2311-001-01",1,1,3,6,3,2,,,,,,,
"96-15-71-56","2311-001-01",2,2,,,,,,,,,,,
"96-15-71-56","2311-001-01",3,2,,,,,,,,,,,
"89-81-17-29","2311-001-04",1,1,3,54,3,2,,,,,,,
"89-81-17-29","2311-001-04",2,2,,,,,,,,,,,
"89-81-17-29","2311-001-04",3,2,,,,,,,,,,,
"61-02-06-09","2312-001-01",1,1,1,7,3,2,,,,,,,
"61-02-06-09","2312-001-01",2,2,,,,,,,,,,,
"61-02-06-09","2312-001-01",3,2,,,,,,,,,,,
"75-37-54-95","2313-001-01",1,1,2,24,3,2,,,,,,,
"75-37-54-95","2313-001-01",2,2,,,,,,,,,,,
"75-37-54-95","2313-001-01",3,2,,,,,,,,,,,
"30-53-00-86","2313-001-04",1,,,,,,,,,,,,
"30-53-00-86","2313-001-04",2,,,,,,,,,,,,
"30-53-00-86","2313-001-04",3,,,,,,,,,,,,
"56-57-01-26","2314-001-02",1,2,,,,,,,,,,,
"56-57-01-26","2314-001-02",2,2,,,,,,,,,,,
"56-57-01-26","2314-001-02",3,2,,,,,,,,,,,
"85-96-93-02","2316-001-01",1,,,,,,,,,,,,
"85-96-93-02","2316-001-01",2,,,,,,,,,,,,
"85-96-93-02","2316-001-01",3,,,,,,,,,,,,
"22-80-06-87","2317-001-01",1,1,4,30,3,2,,,,,,,
"22-80-06-87","2317-001-01",2,2,,,,,,,,,,,
"22-80-06-87","2317-001-01",3,2,,,,,,,,,,,
"45-27-67-93","2318-001-01",1,2,,,,,,,,,,,
"45-27-67-93","2318-001-01",2,2,,,,,,,,,,,
"45-27-67-93","2318-001-01",3,2,,,,,,,,,,,
"58-86-03-57","2318-001-03",1,1,6,22,3,2,,,,,,,
"58-86-03-57","2318-001-03",2,2,,,,,,,,,,,
"58-86-03-57","2318-001-03",3,2,,,,,,,,,,,
"86-63-88-50","2320-001-02",1,2,,,,,,,,,,,
"86-63-88-50","2320-001-02",2,2,,,,,,,,,,,
"86-63-88-50","2320-001-02",3,2,,,,,,,,,,,
"26-42-83-98","2320-001-03",1,,,,,,,,,,,,
"26-42-83-98","2320-001-03",2,,,,,,,,,,,,
"26-42-83-98","2320-001-03",3,,,,,,,,,,,,
"80-22-47-54","2330-001-01",1,,,,,,,,,,,,
"80-22-47-54","2330-001-01",2,,,,,,,,,,,,
"80-22-47-54","2330-001-01",3,,,,,,,,,,,,
"93-78-78-68","2330-001-03",1,,,,,,,,,,,,
"93-78-78-68","2330-001-03",2,,,,,,,,,,,,
"93-78-78-68","2330-001-03",3,,,,,,,,,,,,
"32-23-46-36","2331-001-02",1,,,,,,,,,,,,
"32-23-46-36","2331-001-02",2,,,,,,,,,,,,
"32-23-46-36","2331-001-02",3,,,,,,,,,,,,
"85-36-62-82","2331-001-03",1,,,,,,,,,,,,
"85-36-62-82","2331-001-03",2,,,,,,,,,,,,
"85-36-62-82","2331-001-03",3,,,,,,,,,,,,
"43-48-43-98","2332-001-01",1,,,,,,,,,,,,
"43-48-43-98","2332-001-01",2,,,,,,,,,,,,
"43-48-43-98","2332-001-01",3,,,,,,,,,,,,
"66-03-37-53","2332-001-02",1,,,,,,,,,,,,
"66-03-37-53","2332-001-02",2,,,,,,,,,,,,
"66-03-37-53","2332-001-02",3,,,,,,,,,,,,
"16-87-07-49","2332-001-03",1,,,,,,,,,,,,
"16-87-07-49","2332-001-03",2,,,,,,,,,,,,
"16-87-07-49","2332-001-03",3,,,,,,,,,,,,
"50-36-38-52","2333-001-01",1,,,,,,,,,,,,
"50-36-38-52","2333-001-01",2,,,,,,,,,,,,
"50-36-38-52","2333-001-01",3,,,,,,,,,,,,
"16-67-78-00","2333-001-04",1,,,,,,,,,,,,
"16-67-78-00","2333-001-04",2,,,,,,,,,,,,
"16-67-78-00","2333-001-04",3,,,,,,,,,,,,
"14-75-18-46","2334-001-01",1,,,,,,,,,,,,
"14-75-18-46","2334-001-01",2,,,,,,,,,,,,
"14-75-18-46","2334-001-01",3,,,,,,,,,,,,
"55-18-13-57","2335-001-01",1,,,,,,,,,,,,
"55-18-13-57","2335-001-01",2,,,,,,,,,,,,
"55-18-13-57","2335-001-01",3,,,,,,,,,,,,
"92-87-43-34","2336-001-01",1,2,,,,,,,,,,,
"92-87-43-34","2336-001-01",2,2,,,,,,,,,,,
"92-87-43-34","2336-001-01",3,2,,,,,,,,,,,
"89-20-65-96","2337-001-01",1,2,,,,,,,,,,,
"89-20-65-96","2337-001-01",2,2,,,,,,,,,,,
"89-20-65-96","2337-001-01",3,2,,,,,,,,,,,
"39-63-22-94","2337-001-02",1,,,,,,,,,,,,
"39-63-22-94","2337-001-02",2,,,,,,,,,,,,
"39-63-22-94","2337-001-02",3,,,,,,,,,,,,
"38-22-99-11","2337-001-03",1,1,4,36,3,2,,,,,,,
"38-22-99-11","2337-001-03",2,2,,,,,,,,,,,
"38-22-99-11","2337-001-03",3,2,,,,,,,,,,,
"87-83-98-06","2349-001-01",1,1,3,10,3,2,,,,,,,
"87-83-98-06","2349-001-01",2,2,,,,,,,,,,,
"87-83-98-06","2349-001-01",3,2,,,,,,,,,,,
"43-46-75-79","2349-001-03",1,1,3,16,3,2,,,,,,,
"43-46-75-79","2349-001-03",2,2,,,,,,,,,,,
"43-46-75-79","2349-001-03",3,2,,,,,,,,,,,
"16-05-33-00","2349-001-04",1,,,,,,,,,,,,
"16-05-33-00","2349-001-04",2,,,,,,,,,,,,
"16-05-33-00","2349-001-04",3,,,,,,,,,,,,
"68-30-71-79","2350-001-03",1,1,3,6,3,2,,,,,,,
"68-30-71-79","2350-001-03",2,2,,,,,,,,,,,
"68-30-71-79","2350-001-03",3,2,,,,,,,,,,,
"14-98-81-49","2352-001-02",1,2,,,,,,,,,,,
"14-98-81-49","2352-001-02",2,2,,,,,,,,,,,
"14-98-81-49","2352-001-02",3,2,,,,,,,,,,,
"10-53-21-93","2352-001-03",1,2,,,,,,,,,,,
"10-53-21-93","2352-001-03",2,2,,,,,,,,,,,
"10-53-21-93","2352-001-03",3,2,,,,,,,,,,,
"12-97-36-29","2352-001-04",1,,,,,,,,,,,,
"12-97-36-29","2352-001-04",2,,,,,,,,,,,,
"12-97-36-29","2352-001-04",3,,,,,,,,,,,,
"34-46-16-81","2352-001-06",1,,,,,,,,,,,,
"34-46-16-81","2352-001-06",2,,,,,,,,,,,,
"34-46-16-81","2352-001-06",3,,,,,,,,,,,,
"81-32-40-34","2352-001-07",1,,,,,,,,,,,,
"81-32-40-34","2352-001-07",2,,,,,,,,,,,,
"81-32-40-34","2352-001-07",3,,,,,,,,,,,,
"87-03-73-53","2353-001-01",1,,,,,,,,,,,,
"87-03-73-53","2353-001-01",2,,,,,,,,,,,,
"87-03-73-53","2353-001-01",3,,,,,,,,,,,,
"31-61-58-01","2353-001-03",1,,,,,,,,,,,,
"31-61-58-01","2353-001-03",2,,,,,,,,,,,,
"31-61-58-01","2353-001-03",3,,,,,,,,,,,,
"18-73-48-01","2353-001-04",1,,,,,,,,,,,,
"18-73-48-01","2353-001-04",2,,,,,,,,,,,,
"18-73-48-01","2353-001-04",3,,,,,,,,,,,,
"46-05-43-17","2353-001-05",1,1,9,12,3,2,,,,,,,
"46-05-43-17","2353-001-05",2,2,,,,,,,,,,,
"46-05-43-17","2353-001-05",3,2,,,,,,,,,,,
"00-22-08-83","2354-001-01",1,,,,,,,,,,,,
"00-22-08-83","2354-001-01",2,,,,,,,,,,,,
"00-22-08-83","2354-001-01",3,,,,,,,,,,,,
"19-93-05-37","2354-001-04",1,,,,,,,,,,,,
"19-93-05-37","2354-001-04",2,,,,,,,,,,,,
"19-93-05-37","2354-001-04",3,,,,,,,,,,,,
"48-82-44-02","2355-001-01",1,1,2,57,3,2,,,,,,,
"48-82-44-02","2355-001-01",2,2,,,,,,,,,,,
"48-82-44-02","2355-001-01",3,2,,,,,,,,,,,
"66-57-22-71","2356-001-01",1,1,3,120,3,1,80,3,16000,2,1,2,
"66-57-22-71","2356-001-01",2,2,,,,,,,,,,,
"66-57-22-71","2356-001-01",3,2,,,,,,,,,,,
"57-18-13-69","2360-001-01",1,,,,,,,,,,,,
"57-18-13-69","2360-001-01",2,,,,,,,,,,,,
"57-18-13-69","2360-001-01",3,,,,,,,,,,,,
"05-56-85-77","2368-001-01",1,,,,,,,,,,,,
"05-56-85-77","2368-001-01",2,,,,,,,,,,,,
"05-56-85-77","2368-001-01",3,,,,,,,,,,,,
"16-06-99-89","2369-001-01",1,,,,,,,,,,,,
"16-06-99-89","2369-001-01",2,,,,,,,,,,,,
"16-06-99-89","2369-001-01",3,,,,,,,,,,,,
"54-52-86-50","2371-001-01",1,,,,,,,,,,,,
"54-52-86-50","2371-001-01",2,,,,,,,,,,,,
"54-52-86-50","2371-001-01",3,,,,,,,,,,,,
"41-12-34-60","2371-001-03",1,,,,,,,,,,,,
"41-12-34-60","2371-001-03",2,,,,,,,,,,,,
"41-12-34-60","2371-001-03",3,,,,,,,,,,,,
"19-42-65-67","2372-001-01",1,1,5,32,3,2,,,,,,,
"19-42-65-67","2372-001-01",2,2,,,,,,,,,,,
"19-42-65-67","2372-001-01",3,2,,,,,,,,,,,
"42-73-45-38","2372-001-03",1,,,,,,,,,,,,
"42-73-45-38","2372-001-03",2,,,,,,,,,,,,
"42-73-45-38","2372-001-03",3,,,,,,,,,,,,
"03-24-77-01","2373-001-02",1,1,4,24,3,2,,,,,,,
"03-24-77-01","2373-001-02",2,2,,,,,,,,,,,
"03-24-77-01","2373-001-02",3,2,,,,,,,,,,,
"81-79-41-97","2373-001-03",1,,,,,,,,,,,,
"81-79-41-97","2373-001-03",2,,,,,,,,,,,,
"81-79-41-97","2373-001-03",3,,,,,,,,,,,,
"28-79-16-08","2374-001-01",1,,,,,,,,,,,,
"28-79-16-08","2374-001-01",2,,,,,,,,,,,,
"28-79-16-08","2374-001-01",3,,,,,,,,,,,,
"60-08-42-86","2375-001-01",1,1,3,60,3,2,,,,,,,
"60-08-42-86","2375-001-01",2,2,,,,,,,,,,,
"60-08-42-86","2375-001-01",3,2,,,,,,,,,,,
"33-43-17-32","2376-001-01",1,,,,,,,,,,,,
"33-43-17-32","2376-001-01",2,,,,,,,,,,,,
"33-43-17-32","2376-001-01",3,,,,,,,,,,,,
"12-35-23-78","2387-001-01",1,,,,,,,,,,,,
"12-35-23-78","2387-001-01",2,,,,,,,,,,,,
"12-35-23-78","2387-001-01",3,,,,,,,,,,,,
"17-13-64-83","2389-001-01",1,,,,,,,,,,,,
"17-13-64-83","2389-001-01",2,,,,,,,,,,,,
"17-13-64-83","2389-001-01",3,,,,,,,,,,,,
"77-70-58-35","2389-001-02",1,,,,,,,,,,,,
"77-70-58-35","2389-001-02",2,,,,,,,,,,,,
"77-70-58-35","2389-001-02",3,,,,,,,,,,,,
"95-75-70-26","2390-001-01",1,,,,,,,,,,,,
"95-75-70-26","2390-001-01",2,,,,,,,,,,,,
"95-75-70-26","2390-001-01",3,,,,,,,,,,,,
"67-42-09-68","2391-001-01",1,,,,,,,,,,,,
"67-42-09-68","2391-001-01",2,,,,,,,,,,,,
"67-42-09-68","2391-001-01",3,,,,,,,,,,,,
"96-99-75-72","2392-001-01",1,,,,,,,,,,,,
"96-99-75-72","2392-001-01",2,,,,,,,,,,,,
"96-99-75-72","2392-001-01",3,,,,,,,,,,,,
"35-55-28-82","2392-001-02",1,,,,,,,,,,,,
"35-55-28-82","2392-001-02",2,,,,,,,,,,,,
"35-55-28-82","2392-001-02",3,,,,,,,,,,,,
"68-94-82-23","2393-001-01",1,,,,,,,,,,,,
"68-94-82-23","2393-001-01",2,,,,,,,,,,,,
"68-94-82-23","2393-001-01",3,,,,,,,,,,,,
"93-80-46-37","2393-001-03",1,,,,,,,,,,,,
"93-80-46-37","2393-001-03",2,,,,,,,,,,,,
"93-80-46-37","2393-001-03",3,,,,,,,,,,,,
"95-47-09-33","2394-001-01",1,,,,,,,,,,,,
"95-47-09-33","2394-001-01",2,,,,,,,,,,,,
"95-47-09-33","2394-001-01",3,,,,,,,,,,,,
"15-53-02-91","2398-001-01",1,,,,,,,,,,,,
"15-53-02-91","2398-001-01",2,,,,,,,,,,,,
"15-53-02-91","2398-001-01",3,,,,,,,,,,,,
"54-69-27-76","2398-001-06",1,,,,,,,,,,,,
"54-69-27-76","2398-001-06",2,,,,,,,,,,,,
"54-69-27-76","2398-001-06",3,,,,,,,,,,,,
"37-02-86-23","2406-001-01",1,,,,,,,,,,,,
"37-02-86-23","2406-001-01",2,,,,,,,,,,,,
"37-02-86-23","2406-001-01",3,,,,,,,,,,,,
"49-96-52-65","2407-001-01",1,1,6,24,3,2,,,,,,,
"49-96-52-65","2407-001-01",2,2,,,,,,,,,,,
"49-96-52-65","2407-001-01",3,2,,,,,,,,,,,
"10-76-53-73","2408-001-02",1,,,,,,,,,,,,
"10-76-53-73","2408-001-02",2,,,,,,,,,,,,
"10-76-53-73","2408-001-02",3,,,,,,,,,,,,
"56-58-31-66","2409-001-01",1,,,,,,,,,,,,
"56-58-31-66","2409-001-01",2,,,,,,,,,,,,
"56-58-31-66","2409-001-01",3,,,,,,,,,,,,
"29-27-54-86","2410-001-01",1,,,,,,,,,,,,
"29-27-54-86","2410-001-01",2,,,,,,,,,,,,
"29-27-54-86","2410-001-01",3,,,,,,,,,,,,
"40-86-14-69","2411-001-01",1,,,,,,,,,,,,
"40-86-14-69","2411-001-01",2,,,,,,,,,,,,
"40-86-14-69","2411-001-01",3,,,,,,,,,,,,
"55-50-13-13","2411-001-02",1,,,,,,,,,,,,
"55-50-13-13","2411-001-02",2,,,,,,,,,,,,
"55-50-13-13","2411-001-02",3,,,,,,,,,,,,
"51-59-49-06","2411-001-03",1,,,,,,,,,,,,
"51-59-49-06","2411-001-03",2,,,,,,,,,,,,
"51-59-49-06","2411-001-03",3,,,,,,,,,,,,
"11-33-21-96","2412-001-01",1,,,,,,,,,,,,
"11-33-21-96","2412-001-01",2,,,,,,,,,,,,
"11-33-21-96","2412-001-01",3,,,,,,,,,,,,
"39-94-38-12","2413-001-01",1,,,,,,,,,,,,
"39-94-38-12","2413-001-01",2,,,,,,,,,,,,
"39-94-38-12","2413-001-01",3,,,,,,,,,,,,
"62-22-40-08","2413-001-02",1,,,,,,,,,,,,
"62-22-40-08","2413-001-02",2,,,,,,,,,,,,
"62-22-40-08","2413-001-02",3,,,,,,,,,,,,
"34-56-25-77","2413-001-03",1,,,,,,,,,,,,
"34-56-25-77","2413-001-03",2,,,,,,,,,,,,
"34-56-25-77","2413-001-03",3,,,,,,,,,,,,
"22-06-92-44","2425-001-01",1,,,,,,,,,,,,
"22-06-92-44","2425-001-01",2,,,,,,,,,,,,
"22-06-92-44","2425-001-01",3,,,,,,,,,,,,
"11-04-89-97","2425-001-03",1,,,,,,,,,,,,
"11-04-89-97","2425-001-03",2,,,,,,,,,,,,
"11-04-89-97","2425-001-03",3,,,,,,,,,,,,
"19-16-49-47","2426-001-01",1,1,2,32,3,2,,,,,,,
"19-16-49-47","2426-001-01",2,2,,,,,,,,,,,
"19-16-49-47","2426-001-01",3,2,,,,,,,,,,,
"65-69-85-94","2427-001-01",1,,,,,,,,,,,,
"65-69-85-94","2427-001-01",2,,,,,,,,,,,,
"65-69-85-94","2427-001-01",3,,,,,,,,,,,,
"04-08-20-27","2428-001-01",1,1,2,25,3,2,,,,,,,
"04-08-20-27","2428-001-01",2,2,,,,,,,,,,,
"04-08-20-27","2428-001-01",3,2,,,,,,,,,,,
"24-59-87-47","2430-001-01",1,1,3,30,3,2,,,,,,,
"24-59-87-47","2430-001-01",2,2,,,,,,,,,,,
"24-59-87-47","2430-001-01",3,2,,,,,,,,,,,
"17-25-01-08","2431-001-01",1,1,4,40,3,2,,,,,,,
"17-25-01-08","2431-001-01",2,2,,,,,,,,,,,
"17-25-01-08","2431-001-01",3,2,,,,,,,,,,,
"81-05-05-17","2432-001-01",1,,,,,,,,,,,,
"81-05-05-17","2432-001-01",2,,,,,,,,,,,,
"81-05-05-17","2432-001-01",3,,,,,,,,,,,,
"82-12-05-75","2435-001-01",1,,,,,,,,,,,,
"82-12-05-75","2435-001-01",2,,,,,,,,,,,,
"82-12-05-75","2435-001-01",3,,,,,,,,,,,,
"02-45-99-15","2444-001-01",1,,,,,,,,,,,,
"02-45-99-15","2444-001-01",2,,,,,,,,,,,,
"02-45-99-15","2444-001-01",3,,,,,,,,,,,,
"68-54-43-38","2445-001-01",1,,,,,,,,,,,,
"68-54-43-38","2445-001-01",2,,,,,,,,,,,,
"68-54-43-38","2445-001-01",3,,,,,,,,,,,,
"36-65-28-91","2445-001-02",1,,,,,,,,,,,,
"36-65-28-91","2445-001-02",2,,,,,,,,,,,,
"36-65-28-91","2445-001-02",3,,,,,,,,,,,,
"43-06-56-91","2446-001-01",1,1,3,11,3,2,,,,,,,
"43-06-56-91","2446-001-01",2,2,,,,,,,,,,,
"43-06-56-91","2446-001-01",3,2,,,,,,,,,,,
"79-50-78-32","2446-001-03",1,,,,,,,,,,,,
"79-50-78-32","2446-001-03",2,,,,,,,,,,,,
"79-50-78-32","2446-001-03",3,,,,,,,,,,,,
"59-21-82-29","2447-001-01",1,,,,,,,,,,,,
"59-21-82-29","2447-001-01",2,,,,,,,,,,,,
"59-21-82-29","2447-001-01",3,,,,,,,,,,,,
"40-17-70-09","2448-001-01",1,,,,,,,,,,,,
"40-17-70-09","2448-001-01",2,,,,,,,,,,,,
"40-17-70-09","2448-001-01",3,,,,,,,,,,,,
"50-54-75-17","2448-001-02",1,,,,,,,,,,,,
"50-54-75-17","2448-001-02",2,,,,,,,,,,,,
"50-54-75-17","2448-001-02",3,,,,,,,,,,,,
"05-10-21-25","2449-001-01",1,,,,,,,,,,,,
"05-10-21-25","2449-001-01",2,,,,,,,,,,,,
"05-10-21-25","2449-001-01",3,,,,,,,,,,,,
"06-02-80-21","2449-001-02",1,,,,,,,,,,,,
"06-02-80-21","2449-001-02",2,,,,,,,,,,,,
"06-02-80-21","2449-001-02",3,,,,,,,,,,,,
"08-04-12-23","2450-001-01",1,,,,,,,,,,,,
"08-04-12-23","2450-001-01",2,,,,,,,,,,,,
"08-04-12-23","2450-001-01",3,,,,,,,,,,,,
"32-08-98-11","2451-001-01",1,,,,,,,,,,,,
"32-08-98-11","2451-001-01",2,,,,,,,,,,,,
"32-08-98-11","2451-001-01",3,,,,,,,,,,,,
"02-48-82-83","2463-001-02",1,2,,,,,,,,,,,
"02-48-82-83","2463-001-02",2,2,,,,,,,,,,,
"02-48-82-83","2463-001-02",3,2,,,,,,,,,,,
"47-13-32-57","2464-001-03",1,,,,,,,,,,,,
"47-13-32-57","2464-001-03",2,,,,,,,,,,,,
"47-13-32-57","2464-001-03",3,,,,,,,,,,,,
"61-68-08-53","2464-001-04",1,,,,,,,,,,,,
"61-68-08-53","2464-001-04",2,,,,,,,,,,,,
"61-68-08-53","2464-001-04",3,,,,,,,,,,,,
"26-26-56-68","2464-001-08",1,,,,,,,,,,,,
"26-26-56-68","2464-001-08",2,,,,,,,,,,,,
"26-26-56-68","2464-001-08",3,,,,,,,,,,,,
"80-00-48-66","2465-001-01",1,,,,,,,,,,,,
"80-00-48-66","2465-001-01",2,,,,,,,,,,,,
"80-00-48-66","2465-001-01",3,,,,,,,,,,,,
"84-08-06-47","2466-001-01",1,1,6,12,3,2,,,,,,,
"84-08-06-47","2466-001-01",2,2,,,,,,,,,,,
"84-08-06-47","2466-001-01",3,2,,,,,,,,,,,
"20-30-86-79","2467-001-02",1,2,,,,,,,,,,,
"20-30-86-79","2467-001-02",2,2,,,,,,,,,,,
"20-30-86-79","2467-001-02",3,2,,,,,,,,,,,
"79-12-46-62","2467-001-03",1,,,,,,,,,,,,
"79-12-46-62","2467-001-03",2,,,,,,,,,,,,
"79-12-46-62","2467-001-03",3,,,,,,,,,,,,
"50-73-58-26","2468-001-01",1,2,,,,,,,,,,,
"50-73-58-26","2468-001-01",2,2,,,,,,,,,,,
"50-73-58-26","2468-001-01",3,2,,,,,,,,,,,
"36-03-07-44","2468-001-03",1,,,,,,,,,,,,
"36-03-07-44","2468-001-03",2,,,,,,,,,,,,
"36-03-07-44","2468-001-03",3,,,,,,,,,,,,
"89-90-41-69","2469-001-01",1,1,3,40,3,2,,,,,,,
"89-90-41-69","2469-001-01",2,2,,,,,,,,,,,
"89-90-41-69","2469-001-01",3,2,,,,,,,,,,,
"67-03-39-72","2471-001-01",1,,,,,,,,,,,,
"67-03-39-72","2471-001-01",2,,,,,,,,,,,,
"67-03-39-72","2471-001-01",3,,,,,,,,,,,,
"68-67-25-54","2482-001-01",1,,,,,,,,,,,,
"68-67-25-54","2482-001-01",2,,,,,,,,,,,,
"68-67-25-54","2482-001-01",3,,,,,,,,,,,,
"84-22-10-90","2483-001-01",1,2,,,,,,,,,,,
"84-22-10-90","2483-001-01",2,2,,,,,,,,,,,
"84-22-10-90","2483-001-01",3,2,,,,,,,,,,,
